Title,Authors,Year,Venue,DOI,Source
Comments On “The Federal Statistical System's Response To Emerging Data Needs” By Jack E. Triplett,Juster,1991.0,Journal of Economic and Social Measurement,https://doi.org/10.3233/jem-1991-173-404,Crossref
Research Performance of Federal Research Centers: Is There Any Effect from Restructuring?,"Kosyakov, Blinov",2024.0,Scientific and Technical Information Processing,https://doi.org/10.3103/s0147688224010088,Crossref
Swiss International Arbitral Awards Before the Federal Supreme Court Statistical Data 1989-2019,"Dasser, Wójtowicz",2021.0,ASA Bulletin,https://doi.org/10.54648/asab2021003,Crossref
Supplemental Information 1: Statistical data and statistical methods,,,,https://doi.org/10.7717/peerj.18424/supp-1,Crossref
Expanding Federal Funding to Community Health Centers Slows Decline in Access for Low‐Income Adults,"McMorrow, Zuckerman",2013.0,Health Services Research,https://doi.org/10.1111/1475-6773.12141,Crossref
Coherence of optically addressable spin centers created in hexagonal boron nitride by proton irradiation,"Unknown, Sadovnikova, Mamin, Unknown, Yusupov, Unknown, Kobchikova, Unknown, Murzakhanov, Unknown",2022.0,Magnetic resonance in solids,https://doi.org/10.26907/mrsej-22101,Crossref
,,2015.0,,https://doi.org/10.3030/647423,Crossref
- EXPERIMENTAL DATA ANALYSIS: ANOVA,,2014.0,Statistical Methods in Psychiatry Research and SPSS,https://doi.org/10.1201/b17560-15,Crossref
R Programming,"Okoye, Hosseini",2024.0,,https://doi.org/10.1007/978-981-97-3385-9,Crossref
DATA MINING,,2021.0,Statistical Methods for Biomedical Research,https://doi.org/10.1142/9789811228872_0033,Crossref
Figure 2—source data 1. Raw data and statistical data of Figure 2.,,,,https://doi.org/10.7554/elife.21114.007,Crossref
Centers for Innovation and Community Engagement in Solid Earth Geohazards (NSF),,2021.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32018,Crossref
Centers for Innovation and Community Engagement in Solid Earth Geohazards (NSF),,2024.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.33445,Crossref
Data evaluation centers,,1983.0,Nuclear Data Sheets,https://doi.org/10.1016/s0090-3752(83)80095-7,Crossref
Data evaluation centers,,1982.0,Nuclear Data Sheets,https://doi.org/10.1016/s0090-3752(82)80010-0,Crossref
Big Data in cloud data centers,,2018.0,Big Data and Software Defined Networks,https://doi.org/10.1049/pbpc015e_ch8,Crossref
Data evaluation centers,,1982.0,Nuclear Data Sheets,https://doi.org/10.1016/s0090-3752(82)80035-5,Crossref
Data evaluation centers,,1982.0,Nuclear Data Sheets,https://doi.org/10.1016/s0090-3752(82)80057-4,Crossref
Data evaluation centers,,1982.0,Nuclear Data Sheets,https://doi.org/10.1016/s0090-3752(82)80042-2,Crossref
Data evaluation centers,,1982.0,Nuclear Data Sheets,https://doi.org/10.1016/s0090-3752(82)80017-3,Crossref
LSAMP National Coordination Hub and Louis Stokes Community Resource Centers (NSF),,2022.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32374,Crossref
Data evaluation centers,,1982.0,Nuclear Data Sheets,https://doi.org/10.1016/0090-3752(82)80024-0,Crossref
Data evaluation centers,,1983.0,Nuclear Data Sheets,https://doi.org/10.1016/s0090-3752(83)80087-8,Crossref
Most Federal health centers are not integrated in their community's emergency preparedness plans,,2008.0,PsycEXTRA Dataset,https://doi.org/10.1037/e504322010-018,Crossref
Opportunities for Statistical Work in the Federal Government,Leonard,1945.0,Journal of the American Statistical Association,https://doi.org/10.2307/2280454,Crossref
Data Centers and Data Bunkers,,2015.0,A Prehistory of the Cloud,https://doi.org/10.7551/mitpress/9979.003.0006,Crossref
Selective and Private Access to Outsourced Data Centers,"De Capitani di Vimercati, Foresti, Livraga, Samarati",2015.0,Handbook on Data Centers,https://doi.org/10.1007/978-1-4939-2092-1_33,Crossref
Optical Switching in Data Centers: Architectures Based on Optical Packet/Burst Switching,"Calabretta, Miao",2017.0,Optical Switching in Next Generation Data Centers,https://doi.org/10.1007/978-3-319-61052-8_3,Crossref
Big Data funding to support research and curriculum,,2016.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.30087,Crossref
Functional Data Analysis: An Interdisciplinary Statistical Topic,,2011.0,Statistical Learning and Data Science,https://doi.org/10.1201/b11429-22,Crossref
Energy Use in Data Centers Globally Through 2012,,2012.0,Business Continuity Planning for Data Centers and Systems,https://doi.org/10.1002/9780470428405.ch6,Crossref
Data Protection for Virtual Data Centers,Buffington,2010.0,,https://doi.org/10.1002/9781118255766,Crossref
Cloud Storage over Multiple Data Centers,"Mu, Su, Gao, Wu, Li, Zomaya",2015.0,Handbook on Data Centers,https://doi.org/10.1007/978-1-4939-2092-1_24,Crossref
,,,,https://doi.org/10.1117/12.2550781.6138753214001,Crossref
Social Media Data and Users' Preferences: A Statistical Analysis to Support Marketing Communication,"Arrigo, Liberati, Mariani",2021.0,Big Data Research,https://doi.org/10.1016/j.bdr.2021.100189,Crossref
Prostate Cancer Research Program Data Science Award (DOD),,2021.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.31679,Crossref
Summarizing Data: Descriptive Statistics,,2009.0,Statistical Methods for Practice and Research: A Guide to Data Analysis Using SPSS,https://doi.org/10.4135/9788132108306.n3,Crossref
N(h) profile data at World Data Centers,"Allen, Conkright, Bilitza, Feldstein, Willis",1990.0,Advances in Space Research,https://doi.org/10.1016/0273-1177(90)90197-8,Crossref
Correlation-Model-Based Reduction of Monitoring Data in Data Centers,"Peng, Pernici",2016.0,Proceedings of the 5th International Conference on Smart Cities and Green ICT Systems,https://doi.org/10.5220/0005794803950405,Crossref
Statistical and Computational Needs for Big Data Challenges,Sedkaoui,2022.0,"Research Anthology on Big Data Analytics, Architectures, and Applications",https://doi.org/10.4018/978-1-6684-3662-2.ch030,Crossref
INNOVATING SENIOR CENTERS THROUGH RESEARCH-INFORMED DATA AND POLICY ADVOCACY,,2015.0,The Gerontologist,https://doi.org/10.1093/geront/gnv446.03,Crossref
Protecting Statistical and Research Data from Improper Use,Unknown,1979.0,"Censuses, Surveys and Privacy",https://doi.org/10.1007/978-1-349-16184-3_17,Crossref
Ensuring Configuration Consistency Across Multi-Regional Data Centers,,2025.0,International Research Journal of Modernization in Engineering Technology and Science,https://doi.org/10.56726/irjmets67662,Crossref
Demand-Side Flexibility and Supply-Side Management: The Use Case of Data Centers and Energy Utilities,"Basmadjian, Niedermeier, de Meer",2017.0,Service Science: Research and Innovations in the Service Economy,https://doi.org/10.1007/978-3-319-65082-1_9,Crossref
Integrating Renewable Energy Sources into Cloud Computing Data Centers: Challenges and Solutions,"Satish, Meduri",2024.0,International Journal of Research Publication and Reviews,https://doi.org/10.55248/gengpi.5.0624.1443,Crossref
"Shoulder arthroplasty—an analysis of data from the German Federal Statistical Office, 2010–2021","Aurich, Berthold, Theopold, Bittersohl, Fal, Krane, Kircher",2024.0,Deutsches Ärzteblatt international,https://doi.org/10.3238/arztebl.m2024.0154,Crossref
Modified Support Vector Machine based Efficient Virtual Machine Consolidation Procedure for Cloud Data Centers,E.,2020.0,Journal of Advanced Research in Dynamical and Control Systems,https://doi.org/10.5373/jardcs/v12sp4/20201515,Crossref
Local Centers of the Social Network,Huh,2011.0,Communications for Statistical Applications and Methods,https://doi.org/10.5351/ckss.2011.18.2.213,Crossref
Facilitating Innovation in the Federal Statistical System,,2011.0,,https://doi.org/10.17226/13168,Crossref
TRANSPEDICULAR SCREW FIXATION OF THE CERVICAL SPINE: LITERATURE REVIEW AND CLINICAL DATA,"Unknown, Aleynik, Mlyavykh, Unknown, Bokov, Unknown",2017.0,Hirurgiâ pozvonočnika,https://doi.org/10.14531/ss2017.3.47-53,Crossref
Statistical Analysis of Data Repeatability Measures,"Wang, Bridgeford, Wang, Vogelstein, Caffo",2024.0,International Statistical Review,https://doi.org/10.1111/insr.12591,Crossref
Statistical interpretation of data,,,,https://doi.org/10.3403/30242634,Crossref
Statistical interpretation of data,,,,https://doi.org/10.3403/03267925,Crossref
Statistical interpretation of data,,,,https://doi.org/10.3403/03267925u,Crossref
Figure 1: Wildlife rehabilitation centers contributing hummingbird rehabilitation data.,,,,https://doi.org/10.7717/peerj.11131/fig-1,Crossref
Multiplicity Problems in the Clinical Trial and Some Statistical Approaches,Hirotsu,2002.0,Recent Advances in Statistical Research and Data Analysis,https://doi.org/10.1007/978-4-431-68544-9_1,Crossref
Privacy in Data Centers: A Survey of Attacks and Countermeasures,"García Villalba, Silva Trujillo, Portela",2015.0,Handbook on Data Centers,https://doi.org/10.1007/978-1-4939-2092-1_34,Crossref
Cloud Data Centers and Cost Modeling,,2015.0,,https://doi.org/10.1016/c2013-0-23202-5,Crossref
Workshop on Statistical Uses of Microcomputers in Federal Agencies,Teitel,1990.0,Journal of the American Statistical Association,https://doi.org/10.2307/2289827,Crossref
Techniques to Achieve Energy Proportionality in Data Centers: A Survey,"Pore, Abbasi, Gupta, Varsamopoulos",2015.0,Handbook on Data Centers,https://doi.org/10.1007/978-1-4939-2092-1_4,Crossref
Modeling centers network—Improving evidence base for influenza prevention and control (CDC),,2019.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.30658,Crossref
Statistical analysis of univariate data,"Meloun, Militký",2011.0,Statistical Data Analysis,https://doi.org/10.1533/9780857097200.73,Crossref
In Search of the Missing Link: Examining Contextual Variation in Federal Charge Bargains across U.S. District Courts,Johnson,2018.0,Justice Quarterly,https://doi.org/10.1080/07418825.2018.1523447,Crossref
Statistical Modeling,,2018.0,Quantitative and Statistical Data in Education,https://doi.org/10.1002/9781119451457.ch5,Crossref
Research designs and data,,2008.0,Statistical Modelling for Social Researchers,https://doi.org/10.4324/9780203929483-6,Crossref
Robustness properties of a sequential test for vaccine safety in the presence of misspecification,"Franks, Sandhu, Avagyan, Lu, Hong, Garcia, Worrall, Kelman, Ball, MaCurdy",2014.0,Statistical Analysis and Data Mining: The ASA Data Science Journal,https://doi.org/10.1002/sam.11234,Crossref
Data and research studies,Aitkin,2022.0,Introduction to Statistical Modelling and Inference,https://doi.org/10.1201/9781003216025-3,Crossref
Describing Data,,2002.0,Statistical Methods in Medical Research,https://doi.org/10.1002/9780470773666.ch2,Crossref
Statistical Data Analysis,,2006.0,"An Introduction to Scientific Research Methods in
                    Geography",https://doi.org/10.4135/9781452225814.n9,Crossref
Making the Maturity of Data and Metadata Visible with Datacite DOIs,"Kaiser, Heydebreck, Ganske, Kraft",2020.0,,https://doi.org/10.1002/essoar.10504947.1,Crossref
GAO Report: Administrative Problems at Federal TBI Centers of Excellence,Samson,2011.0,Neurology Today,https://doi.org/10.1097/01.nt.0000397964.57880.83,Crossref
"Statistical Science, Statistical Data Modeling, and Statistical Education.",Parzen,1979.0,,https://doi.org/10.21236/ada067772,Crossref
Research Grant for Vision‐Related Secondary Data Analysis (NEI),,2019.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.30454,Crossref
Statistical Data Analysis,,2012.0,"Introduction to Educational Research: A Critical Thinking
                    Approach",https://doi.org/10.4135/9781483384443.n13,Crossref
How to Conduct Research with Statistical Data Using Colonial Blue Books,Rommelspacher,2024.0,,https://doi.org/10.47594/rmps_0344_ht,Crossref
- RUNNING DATA ANALYSIS USING SPSS,,2014.0,Statistical Methods in Psychiatry Research and SPSS,https://doi.org/10.1201/b17560-27,Crossref
Data S1: Data used in statistical analyses,,,,https://doi.org/10.7717/peerj.9791/supp-1,Crossref
"COVID-19 Federal Funding To Health Centers: Tracking Distribution, Locations, And Patient Characteristics","Cole, Wright, Kett, Johnson, Staloff, Frogner",2024.0,Health Affairs,https://doi.org/10.1377/hlthaff.2024.00018,Crossref
Application of Tukey's Test for Statistical Measurement of Percentage Indexes Derived from the Difference Between Predicted Crystallographic Data in Five Nitihf Alloys Obtained by Two Processes,"Roniere Leite Soares, Walman Benicio De Castro, Unknown",2020.0,International Journal of Engineering Research and,https://doi.org/10.17577/ijertv9is030118,Crossref
Front Matter,,2010.0,Data Protection for Virtual Data Centers,https://doi.org/10.1002/9781118255766.fmatter,Crossref
Data S1: Raw data for statistical analysis,,,,https://doi.org/10.7717/peerj.5524/supp-6,Crossref
Data S1: Raw data before statistical processing,,,,https://doi.org/10.7717/peerj.8721/supp-1,Crossref
Data S1: Raw data for statistical purposes,,,,https://doi.org/10.7717/peerj.13809/supp-1,Crossref
Data S1: Raw data and statistical analysis,,,,https://doi.org/10.7717/peerj.3276/supp-1,Crossref
Data S2: Row data for statistical analysis,,,,https://doi.org/10.7717/peerj.6279/supp-3,Crossref
Federal Big Data Analytics in the Health Domain,"Kuiler, McNeely",2018.0,Federal Data Science,https://doi.org/10.1016/b978-0-12-812443-7.00010-7,Crossref
European club of centers for lipid research,,1972.0,Journal of the American Oil Chemists' Society,https://doi.org/10.1007/bf02628903,Crossref
Advanced Data Handling in SPSS,,2009.0,Statistical Methods for Practice and Research: A Guide to Data Analysis Using SPSS,https://doi.org/10.4135/9788132108306.n11,Crossref
Geometric Data Analysis in a Social Science Research Program: The Case of Bourdieu’s Sociology,,2011.0,Statistical Learning and Data Science,https://doi.org/10.1201/b11429-12,Crossref
Data center architectures,DeCusatis,2017.0,Optical Interconnects for Data Centers,https://doi.org/10.1016/b978-0-08-100512-5.00001-2,Crossref
Pulmonary embolism in young males and females in Germany: data from the federal statistical office,"Moysidis, Kröger, Moerchel, Santosa, Gröchenig",2010.0,Blood Coagulation &amp; Fibrinolysis,https://doi.org/10.1097/mbc.0b013e328339cc49,Crossref
COMPOSITIONAL STATISTICAL MODELS UNDER A BAYESIAN APPROACH: AN APPLICATION TO TRAFFIC ACCIDENT DATA IN FEDERAL HIGHWAYS IN BRAZIL,"Oliveira, Achcar",2020.0,Pesquisa Operacional,https://doi.org/10.1590/0101-7438.2020.040.00230462,Crossref
Amputations in PAD patients: Data from the German Federal Statistical Office,"Gutacker, Neumann, Santosa, Moysidis, Kröger",2009.0,Vascular Medicine,https://doi.org/10.1177/1358863x09346658,Crossref
Estimates of Federal ownership of undiscovered oil and gas resources by province; statistical background data for U.S. Geological Survey Circular 860,"Varnes, Dolton",1982.0,Open-File Report,https://doi.org/10.3133/ofr82666b,Crossref
"Community Health Centers, <scp>COVID</scp>‐19, and Potential Vulnerability to Lapses in Federal Funding","Tevis, Myong, Fung",2021.0,Health Services Research,https://doi.org/10.1111/1475-6773.13831,Crossref
World Data Centers for International Geophysical Year,Unknown,1957.0,Journal of Geophysical Research,https://doi.org/10.1029/jz062i002p00331-01,Crossref
IGY data centers in the United States,Unknown,1957.0,Journal of Geophysical Research,https://doi.org/10.1029/jz062i003p00497-01,Crossref
Research on Water Use Strategies for Hyperscale Data Centers,,2024.0,Academic Journal of Architecture and Geotechnical Engineering,https://doi.org/10.25236/ajage.2024.060208,Crossref
Avalanches and generalized memory associativity in a network model for conscious and unconscious mental functioning,"Siddiqui, Wedemann, Jensen",2018.0,Physica A: Statistical Mechanics and its Applications,https://doi.org/10.1016/j.physa.2017.08.011,Crossref
Algorithm of approximate search for the nearest digital array in a hierarchical data set,"Lange, Unknown, Ganebnykh, Unknown, Lange, Unknown",2016.0,Machine Learning and Data Analysis,https://doi.org/10.21469/22233792.2.1.01,Crossref
Distance-based analysis of variance: Approximate inference,"Minas, Montana",2014.0,Statistical Analysis and Data Mining: The ASA Data Science Journal,https://doi.org/10.1002/sam.11227,Crossref
Federal Longitudinal Surveys.,Pearson,1987.0,Journal of the American Statistical Association,https://doi.org/10.2307/2289484,Crossref
How the Statistical Output of Federal Bureaus Might Be Improved,Mitchell,1915.0,Publications of the American Statistical Association,https://doi.org/10.2307/2964986,Crossref
Modern Statistical Modeling in Machine Learning and Big Data Analytics,Ramezani,2020.0,Advances in Data Mining and Database Management,https://doi.org/10.4018/978-1-7998-0106-1.ch007,Crossref
Adaptative Network Topology for Data Centers,"Chkirbene, Foufou, Hamila",2016.0,Qatar Foundation Annual Research Conference Proceedings Volume 2016 Issue 1,https://doi.org/10.5339/qfarc.2016.ictsp3072,Crossref
Data Centers for Physical Research,"Dumsky, Isaev",2015.0,Physics Procedia,https://doi.org/10.1016/j.phpro.2015.08.330,Crossref
"Heat transfer in data centers, volume II",,2023.0,Frontiers Research Topics,https://doi.org/10.3389/978-2-83250-748-3,Crossref
Network Aware VM Migration in Cloud Data Centers,"Maziku, Shetty",2014.0,2014 Third GENI Research and Educational Experiment Workshop,https://doi.org/10.1109/gree.2014.18,Crossref
Sequential Analysis of Statistical Data: Applications.,"Cochran, Group",1946.0,The American Mathematical Monthly,https://doi.org/10.2307/2306247,Crossref
Interdisciplinary Data Workshops: Combining Statistical Consultancy Training with Practitioner Data Literacy,"Parsons, Stern, Szendrői, Dávid-Barrett",2023.0,Advances in Mathematics Education,https://doi.org/10.1007/978-3-031-29459-4_19,Crossref
Energy-efficient Task Scheduling in Data Centers,"Mhedheb, Streit",2016.0,Proceedings of the 6th International Conference on Cloud Computing and Services Science,https://doi.org/10.5220/0005880802730282,Crossref
"Centers for Medicare and Medicaid Services: 7500 Security Blvd., Baltimore, MD
                    21244: Internet:",,2014.0,"Federal Regulatory Directory: The Essential Guide to the History,
                    Organization, and Impact of U.S. Federal Regulation",https://doi.org/10.4135/9781452283210.n58,Crossref
Statistical Pitfalls: Problems with the Statistical Representation of Fieldwork Data from Social Research,Okeke,2014.0,Mediterranean Journal of Social Sciences,https://doi.org/10.5901/mjss.2014.v5n20p1448,Crossref
Data S1: Raw data and statistical analyses of weight data,,,,https://doi.org/10.7717/peerj.3064/supp-1,Crossref
National Coordinating Center for the George M. O'Brien Kidney National Resource Centers (NIDDK),,2022.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32496,Crossref
Institutes for data‐intensive research in science and engineering (NSF),,2020.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.31395,Crossref
Archived data and specimen collections—Advancing HIV/AIDS research (NICHD),,2019.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.30665,Crossref
Federal Corporation Statistics,Durand,1930.0,Journal of the American Statistical Association,https://doi.org/10.2307/2277192,Crossref
"Centers for Medicare and Medicaid Services: 7500 Security Blvd., Baltimore, MD
                    21244: Internet:",,2016.0,"Federal Regulatory Directory: The Essential Guide to the History,
                    Organization, and Impact of U.S. Federal Regulation",https://doi.org/10.4135/9781483384757.n60,Crossref
Nita M. Lowey 21st Century Community Learning Centers National Technical Assistance Center (ED),,2023.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32970,Crossref
Mathematical and Statistical Sciences (NSF),,2022.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32507,Crossref
MULTI-SAMPLE FUNCTIONAL STATISTICAL DATA ANALYSIS,Parzen,1989.0,Statistical Data Analysis and Inference,https://doi.org/10.1016/b978-0-444-88029-1.50012-5,Crossref
NEW APPROACHES TO STATISTICAL DATA EXCHANGE,"Unknown, Gulamov, Shermukhamedov, Unknown",2023.0,Theoretical &amp; Applied Science,https://doi.org/10.15863/tas.2023.10.126.21,Crossref
"Toxoplasmosis Frequency in Pregnant Women Attending Regional Health Centers in the City of Samambaia of the Federal District, Brazil",Machado,2018.0,Biomedical Journal of Scientific &amp; Technical Research,https://doi.org/10.26717/bjstr.2018.12.002245,Crossref
Advanced Vehicle Miles Traveled Estimation Methods for Non-Federal Aid System Roadways Using GPS Vehicle Trajectory Data and Statistical Power Analysis,"Nasri, Zhang, Fan, Stewart, Younes, Fu, Jessberger",2019.0,Transportation Research Record: Journal of the Transportation Research Board,https://doi.org/10.1177/0361198119850790,Crossref
Statistical analysis of experimental data on titration of metal centers in respiratory complex I,"Medvedev, Couch, Stuchebrukhov",2010.0,Biochimica et Biophysica Acta (BBA) - Bioenergetics,https://doi.org/10.1016/j.bbabio.2010.04.089,Crossref
Federal Statistics,Duncan,2004.0,Encyclopedia of Statistical Sciences,https://doi.org/10.1002/0471667196.ess0770,Crossref
Statistical Methods for Data Compression,Andersson,2021.0,Statistical Analysis with Swift,https://doi.org/10.1007/978-1-4842-7765-2_6,Crossref
"Federal Deposit Insurance Corporation Data on Banks in the United States, 1920-1936",Unknown,1984.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr00007,Crossref
Data Reduction: Analysing and Interpreting Statistical Data,"Vavra, Ehrenberg",1977.0,Journal of Marketing Research,https://doi.org/10.2307/3151076,Crossref
Missing Data Imputation: A Practical Guide,Raheem,2023.0,Statistical Approaches for Epidemiology,https://doi.org/10.1007/978-3-031-41784-9_18,Crossref
Copyright,,2017.0,Optical Interconnects for Data Centers,https://doi.org/10.1016/b978-0-08-100512-5.00017-6,Crossref
CoolCloud: improving energy efficiency in virtualized data centers,Zhang,,,https://doi.org/10.31274/etd-180810-4813,Crossref
"Federal Deposit Insurance Corporation Data on Banks in the United States, 1920-1936",Unknown,1984.0,ICPSR Data Holdings,https://doi.org/10.3886/icpsr00007.v1,Crossref
Statistical investigation of hourly OMNI solar wind data,"Thatcher, Müller",2011.0,Journal of Geophysical Research: Space Physics,https://doi.org/10.1029/2011ja017027,Crossref
75 Years of the Historic Partnership Between the VA and Academic Medical Centers,Birnbaum,2022.0,Federal Practitioner,https://doi.org/10.12788/fp.0311,Crossref
How We Got Here: History of Data Centers and Current Choices,,2012.0,Business Continuity Planning for Data Centers and Systems,https://doi.org/10.1002/9780470428405.ch1,Crossref
Two-Phase On-Chip Cooling Systems for Green Data Centers,"Thome, Marcinichen, Olivier",2012.0,Energy Efficient Thermal Management of Data Centers,https://doi.org/10.1007/978-1-4419-7124-1_12,Crossref
DATA CENTERS,,1988.0,Neutron Cross Sections,https://doi.org/10.1016/b978-0-12-484220-5.50013-7,Crossref
СУПЕРКОМПЬЮТЕРЫ - ГОНКА ВЫЧИСЛИТЕЛЬНЫХ ТЕХНОЛОГИЙ,А.А.,2018.0,Цифровая экономика,https://doi.org/10.34706/de-2018-03-06,Crossref
The analysis of data from on-farm research network: Statistical approaches to test the efficacy of management practices and data visualization,Laurent,,,https://doi.org/10.31274/etd-20210609-97,Crossref
Example Research Context &amp; Quantitative Data Set,Cooksey,2020.0,Illustrating Statistical Procedures: Finding Meaning in Quantitative Data,https://doi.org/10.1007/978-981-15-2537-7_4,Crossref
Modelling Categorical Data,,2002.0,Statistical Methods in Medical Research,https://doi.org/10.1002/9780470773666.ch14,Crossref
Data Analysis and Presentation using Statistical Techniques,Greening,2019.0,Scientific Research Journal,https://doi.org/10.31364/scirj/v7.i9.2019.p0919692,Crossref
Thermal Modeling and Management of Storage Systems in Data Centers,"Jiang, Zhang, Qin, Qiu, Jiang, Zhang",2015.0,Handbook on Data Centers,https://doi.org/10.1007/978-1-4939-2092-1_30,Crossref
SOFTWARE OF RESEARCH IN STATISTICAL DATA ANALYSIS,,2020.0,Systems and Means of Informatics,https://doi.org/10.14357/08696527200401,Crossref
Statistical Inference from Experimental Data,Srinagesh,2006.0,The Principles of Experimental Research,https://doi.org/10.1016/b978-075067926-8/50019-4,Crossref
Data from: Statistical significance for maximally persistent topological features via the Gumbel distribution,"Ciocanel, McKinley",2022.0,"Research Data Repository, Duke University",https://doi.org/10.7924/r48k7ft9j,Crossref
Transferring Data Files Between Microcomputer Statistical Packages,TURLEY,1989.0,Nursing Research,https://doi.org/10.1097/00006199-198909000-00025,Crossref
Missing Data Estimation in Developmental Research,"ROVINE, DELANEY",1990.0,Statistical Methods in Longitudinal Research,https://doi.org/10.1016/b978-0-12-724960-5.50007-x,Crossref
A Review on Edge to Cloud: Paradigm Shift from Large Data Centers to Small Centers of Data Everywhere,"uddin, Ahmad",2020.0,2020 International Conference on Inventive Computation Technologies (ICICT),https://doi.org/10.1109/icict48043.2020.9112457,Crossref
Modelling Continuous Data,,2002.0,Statistical Methods in Medical Research,https://doi.org/10.1002/9780470773666.ch11,Crossref
Supplemental Information 1: Raw data and statistical data.,,,,https://doi.org/10.7717/peerj.14208/supp-1,Crossref
Data S1: Raw data used for statistical analysis,,,,https://doi.org/10.7717/peerj.14264/supp-1,Crossref
Index,,2010.0,Data Protection for Virtual Data Centers,https://doi.org/10.1002/9781118255766.index,Crossref
Data S1: All data used for statistical analyses,,,,https://doi.org/10.7717/peerj.5558/supp-2,Crossref
Data S1: Raw data for the statistical analysis,,,,https://doi.org/10.7717/peerj.2553/supp-1,Crossref
Virtualization,,2010.0,Data Protection for Virtual Data Centers,https://doi.org/10.1002/9781118255766.ch9,Crossref
"Study of Statistical Characteristics of GB-speckles, Forming at Scattering of Light on Virtual Structures of Nucleotide Gene Sequences of Enterobacteria","Unknown, Ulyanov, Feodorova, Unknown, Ulianova, Unknown, Zaitsev, Unknown, Khizhnyakova, Unknown, Saltykov, Unknown, Filonova, Unknown, Subbotina, Unknown, Lyapina, Unknown",2018.0,Izvestiya of Saratov University. New Series. Series: Physics,https://doi.org/10.18500/1817-3020-2018-18-2-123-137,Crossref
,,2021.0,,https://doi.org/10.3030/101019498,Crossref
Data Analysis III:Choosing Statistical Tests,Karkee,2017.0,Quantitative Research Methods in Health Sciences,https://doi.org/10.5005/jp/books/13021_16,Crossref
Key Technologies for Next-Generation Digital RoF Mobile Fronthaul With Statistical Data Compression and Multiband Modulation,"Xu, Lu, Wang, Cheng, Guidotti, Chang",2017.0,Journal of Lightwave Technology,https://doi.org/10.1109/jlt.2017.2715003,Crossref
Sampling Statistical Errors in Big Data Research: 3 Cases of Breast Cancer Research,"Cho, Jeong",2021.0,,https://doi.org/10.1101/2021.10.07.21264601,Crossref
Provider Perceptions of Opioid Safety Measures in VHA Emergency Departments and Urgent Care Centers,Dieujuste,2021.0,Federal Practitioner,https://doi.org/10.12788/fp.0179,Crossref
Some Present Statistical Needs and the Statistical Work of the Federal Government,Gifford,1915.0,Quarterly Publications of the American Statistical Association,https://doi.org/10.1080/15225445.1915.10503637,Crossref
US Federal Data Policy: An Update on The Federal Data Strategy and The Evidence Act,O’Hara,2020.0,International Journal of Population Data Science,https://doi.org/10.23889/ijpds.v5i5.1640,Crossref
Figure 4—source data 1. Raw data and statistical data of Figure 4.,,,,https://doi.org/10.7554/elife.21114.012,Crossref
Statistical Measures of Experimental Data,,2004.0,Statistical Treatment of Analytical Data,https://doi.org/10.1002/9781444305357.ch2,Crossref
Statistical Modeling in Biomedical Research: Longitudinal Data Analysis,"Xiong, Zhu, Yu, Miller",2011.0,Essential Statistical Methods for Medical Statistics,https://doi.org/10.1016/b978-0-444-53737-9.50011-6,Crossref
GAZIN1-ZPXASYSB1-X-Y/INSB HETEROSTRUCTURES FOR THERMOPHOTOVOLTAIC CONVERTERS,"Unknown, LUNINA, LUNIN, Unknown, Unknown, PASHCHENKO, Unknown, Unknown, DONSKAYA, Unknown, STOLYAROV, Unknown",2023.0,Ecological Bulletin of Research Centers of the Black Sea Economic Cooperation,https://doi.org/10.31429/vestnik-20-2-63-69,Crossref
Methods of individual selection of plants during the introduction,"Unknown, Demidova",2020.0,Botanical Gardens as Centers for Study and Conservation of Phyto-Diversity,https://doi.org/10.17223/978-5-94621-956-3-2020-18,Crossref
Transition Models for Analyzing Longitudinal Data with Bivariate Mixed Ordinal and Nominal Responses,"Rezaei Ghahroodi, Unknown, Ganjali, Unknown, Harandi, Unknown",2008.0,Journal of Statistical Research of Iran,https://doi.org/10.18869/acadpub.jsri.5.1.75,Crossref
Federal Data Science,,2018.0,,https://doi.org/10.1016/c2016-0-03293-x,Crossref
Data Protection by the Numbers,,2010.0,Data Protection for Virtual Data Centers,https://doi.org/10.1002/9781118255766.ch2,Crossref
A suggested statistical test for measuring bivariate nonlinear dependence,"Matsushita, Figueiredo, Da Silva",2012.0,Physica A: Statistical Mechanics and its Applications,https://doi.org/10.1016/j.physa.2012.05.053,Crossref
The Layers of Data Protection,,2010.0,Data Protection for Virtual Data Centers,https://doi.org/10.1002/9781118255766.ch3,Crossref
